Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
user4571,66,3,22,65,1.3,0.06,3,2,0,0,8.00,1.00,Woodyboys: 2,naterhode: 7,"76MM M1 GUN [Sherman M4A3E2(76)]: 53, COAXIAL M1919 [Sherman M4A3E2(76)]: 12, M8 Greyhound: 1",http://144.126.151.248:8010/#/gamescoreboard/7443
[ESPT] AkuHitman,111,18,6.17,72,1.27,0.21,6,0,0,0,34.00,0.00,colbymorgan1135: 6,That1Sparky: 9,"150MM HOWITZER [sFH 18]: 105, MP40: 4, S-MINE: 1, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7440
[ESPT] Valhalla,99,25,3.96,16,1.14,0.29,3,0,0,0,10.00,0.00,[ESPT] WimZy: 4,Ryno: 7,"MG42: 95, MG34: 2, UNKNOWN: 1, GMC CCKW 353 (Supply): 1",http://144.126.151.248:8010/#/gamescoreboard/7440
[ESPT] WimZy,98,32,3.06,18,1.13,0.37,3,0,1,1,8.00,-2.00,Paradox: 4,AgedAffliction: 6,"M1 GARAND: 95, MK2 GRENADE: 2, BROWNING M1919: 1",http://144.126.151.248:8010/#/gamescoreboard/7440
[ESPT] Fortress,72,15,4.8,26,0.86,0.18,3,0,0,0,22.00,1.00,[ESPT] AkuHitman: 2,Papayapapi: 5,"BROWNING M1919: 71, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7440
[ESPT] HiSpeedHilly,68,32,2.12,9,1.12,0.53,3,3,2,1,5.00,1.00,Evil Cookie (::): 5,CthulaHoop: 6,"M1 GARAND: 45, M97 TRENCH GUN: 13, MK2 GRENADE: 6, UNKNOWN: 4",http://144.126.151.248:8010/#/gamescoreboard/7439
ketamine carti,86,7,12.29,39,1.39,0.11,4,7,0,0,28.00,0.00,BeefHands: 4,Silverfox75: 6,"150MM HOWITZER [sFH 18]: 81, MP40: 5",http://144.126.151.248:8010/#/gamescoreboard/7437
Streets,69,14,4.93,21,1.09,0.22,3,1,0,0,13.00,1.00,Silverfox75: 2,Finger Bang: 5,"MG42: 50, KARABINER 98K: 16, MP40: 2, LUGER P08: 1",http://144.126.151.248:8010/#/gamescoreboard/7437
[ESPR] I CANT READ,69,4,17.25,66,1.61,0.09,2,1,0,0,32.00,2.00,Baxerk: 1,ItsSquidWardo: 6,"150MM HOWITZER [sFH 18]: 65, FG42: 4",http://144.126.151.248:8010/#/gamescoreboard/7436
[OP] Hamm91,66,1,66,66,1.81,0.03,1,1,0,0,35.00,35.00,Desertdog_14: 1,Lemon Haze: 4,"75MM CANNON [Sd.Kfz.171 Panther]: 59, COAXIAL MG34 [Sd.Kfz.171 Panther]: 7",http://144.126.151.248:8010/#/gamescoreboard/7427
[SE:VH] Napalm,67,21,3.19,25,0.77,0.24,2,0,0,0,19.00,1.00,Osiris: 3,Fartbutt_1: 7,"GEWEHR 43: 63, UNKNOWN: 3, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7426
[ESPT] Excel,79,19,4.16,15,1.72,0.41,2,1,0,0,5.00,1.00,popski: 3,jsonntag: 7,"GEWEHR 43: 55, STG44: 16, M43 STIELHANDGRANATE: 8",http://144.126.151.248:8010/#/gamescoreboard/7424
[ESPT]Boomer,74,50,1.48,13,0.84,0.57,5,1,0,0,6.00,0.00,[ESPT] Excel: 5,guiltygaming93: 5,"M1 GARAND: 66, M1A1 THOMPSON: 6, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7424
[ESPT] FatherPig,66,11,6,26,1.57,0.26,1,0,0,0,8.00,1.00,[ESPT]Boomer: 2,MURPHY: 5,GEWEHR 43: 66,http://144.126.151.248:8010/#/gamescoreboard/7424
[ESPT] Valhalla,119,20,5.95,27,1.62,0.27,2,0,1,1,17.00,1.00,superfluousbottleofc: 3,pfcyami: 6,"M1 GARAND: 117, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7422
Tsar,81,14,5.79,27,0.58,0.1,3,13,1,1,24.00,2.00,Saklas: 2,hao: 5,"MP40: 34, 150MM HOWITZER [sFH 18]: 21, BOMBING RUN: 18, STRAFING RUN: 6, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7418
CricketActual,77,18,4.28,27,0.78,0.18,5,0,0,0,14.00,0.00,Gears: 4,Tir0Loc0: 4,"75MM CANNON [Sd.Kfz.171 Panther]: 44, MG42: 16, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 11, COAXIAL MG34 [Sd.Kfz.171 Panther]: 4, UNKNOWN: 1, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 1",http://144.126.151.248:8010/#/gamescoreboard/7418
Largemouse,145,24,6.04,35,1.85,0.31,3,3,1,1,10.00,1.00,Roymex: 3,Duke_Revna: 5,"M1 GARAND: 124, STG44: 7, BAZOOKA: 7, MK2 GRENADE: 4, SATCHEL: 2, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7417
[ESPT] Valhalla,102,43,2.37,10,0.89,0.37,3,2,1,1,10.00,0.00,[ESPT] Easton: 4,HuntsvilleBuck: 10,"M1 GARAND: 72, FG42 x4: 28, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7406
[SE:VH] kingdomedu,68,50,1.36,11,0.6,0.44,5,1,3,1,13.00,0.00,ExeburentWitness: 6,Murd3rbot: 4,"GEWEHR 43: 33, M1 GARAND: 15, KARABINER 98K: 11, MG42: 3, SATCHEL: 3, UNKNOWN: 1, BOMBING RUN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7406
[SE:VH] Napalm,65,36,1.81,8,0.57,0.32,3,0,2,1,9.00,1.00,PERK PEDDLER: 4,ElOsoCampos: 4,"GEWEHR 43: 29, M1 GARAND: 22, KARABINER 98K: 10, MP40: 2, STG44: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7406
soLucky!,81,25,3.24,14,0.93,0.29,3,0,0,0,11.00,1.00,[SE:VH] Cigarro_Man: 3,[SE:VH] Napalm: 7,"M1 GARAND: 78, UNKNOWN: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7404
[ESPT]Boomer,77,42,1.83,5,0.88,0.48,5,1,0,0,5.00,1.00,MeanyThiccWeenie: 4,Aries: 5,"M1 GARAND: 73, 155MM HOWITZER [M114]: 2, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7404
(WTH) Sgt. Rico,155,24,6.46,21,1.77,0.27,2,0,1,1,9.00,1.00,[ESPT] HiSpeedHilly: 2,solarcharges: 8,"STG44: 80, GEWEHR 43: 47, M1 GARAND: 19, M43 STIELHANDGRANATE: 5, SATCHEL: 2, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7403
[ESPT] HiSpeedHilly,129,30,4.3,18,1.48,0.34,3,1,0,0,7.00,1.00,KorbenDallas: 3,Datsoon: 7,"M1 GARAND: 113, BAZOOKA: 14, Sd.Kfz.121 Luchs: 1, Opel Blitz (Transport): 1",http://144.126.151.248:8010/#/gamescoreboard/7403
[ESPT] Shaka Zulu,98,32,3.06,11,1.11,0.36,4,0,0,0,8.00,0.00,Stonks: 4,Beautiful Death: 6,"GEWEHR 43: 91, M1 GARAND: 4, M43 STIELHANDGRANATE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7403
DadKisser78,84,4,21,39,0.96,0.05,3,2,0,0,41.00,0.00,Corporate Slave: 3,HaRrYbAwLsOnYa: 5,"150MM HOWITZER [sFH 18]: 81, MP40: 3",http://144.126.151.248:8010/#/gamescoreboard/7403
Helios,78,11,7.09,50,0.9,0.13,3,9,0,0,39.00,0.00,Corporate Slave: 3,Littl3Rose: 8,"150MM HOWITZER [sFH 18]: 70, MP40: 8",http://144.126.151.248:8010/#/gamescoreboard/7403
cbn``*,90,24,3.75,16,1.03,0.28,3,0,1,1,12.00,1.00,I CANT READ: 4,Sirloin: 5,MG42: 90,http://144.126.151.248:8010/#/gamescoreboard/7397
[ESPT] Easton,65,32,2.03,11,0.74,0.36,4,0,0,0,8.00,1.00,Zattaraz: 6,Traxx: 4,"STG44: 62, UNKNOWN: 1, GEWEHR 43: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7397
(WTH) Sgt. Rico,70,12,5.83,19,1.58,0.27,2,0,0,0,9.00,0.00,Harper9331: 2,GirthDragon: 5,"BROWNING M1919: 36, M1 GARAND: 33, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7395
[ESPT] Shaka Zulu,110,32,3.44,13,1.22,0.36,3,1,3,1,12.00,0.00,[2.FJg]DeadlypieUK06: 4,[2.FJg]DeadlypieUK06: 6,"M1 GARAND: 78, GEWEHR 43: 17, MG42: 5, M43 STIELHANDGRANATE: 5, UNKNOWN: 2, MK2 GRENADE: 2, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7394
[ESPT] HiSpeedHilly,100,36,2.78,28,1.41,0.51,4,0,0,0,14.00,0.00,Benny Pendejo: 4,Spiker13: 7,"GEWEHR 43: 75, STG44: 16, MG42: 6, UNKNOWN: 1, LUGER P08: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7394
[2.FJg]DeadlypieUK06,81,35,2.31,12,0.8,0.35,5,1,1,1,11.00,1.00,[ESPT] Shaka Zulu: 6,Sebas: 9,"STG44: 70, M1 GARAND: 4, M43 STIELHANDGRANATE: 4, UNKNOWN: 3",http://144.126.151.248:8010/#/gamescoreboard/7394
Xantos,73,31,2.35,24,0.6,0.26,6,2,2,1,21.00,0.00,hookguydude12: 3,Zombee: 6,"MP40: 35, 75MM CANNON [Sherman M4A3(75)W]: 18, STG44: 9, COAXIAL M1919 [Sherman M4A3(75)W]: 6, M97 TRENCH GUN: 2, S-MINE: 1, M2 AP MINE: 1, BOMBING RUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7394
Top,72,23,3.13,14,0.66,0.21,3,0,1,1,13.00,0.00,[ESPR] Noles: 2,rebel raiders: 5,"M1903 SPRINGFIELD: 58, KARABINER 98K: 7, 75MM CANNON [PAK 40]: 3, COLT M1911: 1, MK2 GRENADE: 1, M43 STIELHANDGRANATE: 1, 155MM HOWITZER [M114]: 1",http://144.126.151.248:8010/#/gamescoreboard/7394
[ESPT] C o C o,67,42,1.6,23,0.55,0.35,6,1,1,1,23.00,0.00,[ESPT] HiSpeedHilly: 5,Screwed In The Head: 4,"GEWEHR 43: 34, M1A1 THOMPSON: 16, M1 GARAND: 15, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7394
Seal,67,40,1.68,12,0.99,0.59,4,0,0,0,5.00,1.00,Errzuh: 4,OmenHazing: 5,"M1 GARAND: 64, MK2 GRENADE: 3",http://144.126.151.248:8010/#/gamescoreboard/7391
Zunawe,91,9,10.11,51,1.19,0.12,2,0,0,0,10.00,1.00,Baxerk: 2,FynalTGN: 5,"KARABINER 98K x8: 86, WALTHER P38: 4, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7388
CPT. $cripture,140,6,23.33,93,1.64,0.07,2,4,0,0,16.00,1.00,Crinj: 3,Chazmondo: 23,"150MM HOWITZER [sFH 18]: 126, MP40: 5, 75MM CANNON [Sd.Kfz.171 Panther]: 5, GEWEHR 43: 2, HULL MG34 [Sd.Kfz.171 Panther]: 1, COAXIAL MG34 [Sd.Kfz.171 Panther]: 1",http://144.126.151.248:8010/#/gamescoreboard/7386
moonandsun78,75,15,5,17,0.88,0.18,4,0,0,0,12.00,1.00,benpreston03: 2,StoicThrashing: 4,M1 GARAND: 75,http://144.126.151.248:8010/#/gamescoreboard/7386
Glitched_Garnet,71,4,17.75,32,0.89,0.05,2,1,0,0,20.00,10.00,waveman: 2,Strudeth: 6,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 25, 75MM CANNON [Sd.Kfz.171 Panther]: 21, COAXIAL MG34 [Sd.Kfz.171 Panther]: 10, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 7, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 6, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 2",http://144.126.151.248:8010/#/gamescoreboard/7384
TomMyboY,107,2,53.5,106,1.87,0.03,1,7,0,0,40.00,5.00,SouthernGun .30-06: 2,General1337: 10,"150MM HOWITZER [sFH 18]: 94, HULL MG34 [Sd.Kfz.171 Panther]: 10, HULL MG34 [Sd.Kfz.161 Panzer IV]: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7383
[ESPT] Valhalla,67,7,9.57,30,1.03,0.11,2,0,0,0,24.00,1.00,Aragao: 2,85amie: 6,"BROWNING M1919: 63, M1 GARAND: 4",http://144.126.151.248:8010/#/gamescoreboard/7379
[ESPT] Ozzinator,65,12,5.42,24,0.95,0.18,3,0,1,1,15.00,0.00,Carlete-Jr: 2,Venice: 5,"M1 GARAND: 59, MK2 GRENADE: 2, M97 TRENCH GUN: 2, BAZOOKA: 1, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7379
[ESPT] Lost,79,28,2.82,23,1.12,0.4,4,0,0,0,7.00,1.00,[ESPT] Overlord: 4,[ESPT] Ozzinator: 8,"GEWEHR 43: 77, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7378
YittyBombs,75,17,4.41,61,0.85,0.19,7,4,0,0,9.00,1.00,Lukester: 2,StormM2: 6,"150MM HOWITZER [sFH 18]: 59, GEWEHR 43: 15, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7378
[ESPT] Overlord,69,25,2.76,19,0.79,0.29,5,0,0,0,14.00,1.00,[ESPT] Lost: 4,RanchosReindeer: 4,"M1903 SPRINGFIELD: 65, UNKNOWN: 2, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7378
potts84,65,35,1.86,7,0.81,0.44,4,0,1,1,8.00,0.00,Scrollen_FB: 4,CaroleBaskin: 4,"M1 GARAND: 61, BAZOOKA: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7378
YittyBombs,131,0,131,131,2.76,0,0,2,0,0,0.00,167.00,,Jurrd: 9,"155MM HOWITZER [M114]: 129, Sd.Kfz 251 Half-track: 1, Opel Blitz (Transport): 1",http://144.126.151.248:8010/#/gamescoreboard/7377
Wubzy,114,3,38,108,2.31,0.06,1,0,0,0,36.00,3.00,Joh: 1,here dboas: 6,"75MM CANNON [Sd.Kfz.171 Panther]: 89, COAXIAL MG34 [Sd.Kfz.171 Panther]: 19, M1A1 AT MINE: 5, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7377
(WTH) Sgt. Rico,87,10,8.7,23,1.83,0.21,1,0,0,0,10.00,1.00,Wubzy: 3,GrilledCheezGrizz: 5,"BROWNING M1919: 69, M1 GARAND: 18",http://144.126.151.248:8010/#/gamescoreboard/7377
[ESPT] Valhalla,163,21,7.76,38,1.33,0.17,3,14,0,0,20.00,1.00,BeardedHeathen13: 4,HonorableOtter: 7,"M1 GARAND: 46, BOMBING RUN: 39, 150MM HOWITZER [sFH 18]: 38, GEWEHR 43: 30, STRAFING RUN: 7, PRECISION STRIKE: 3",http://144.126.151.248:8010/#/gamescoreboard/7376
TexasStyle,98,23,4.26,36,1.12,0.26,5,2,1,1,13.00,1.00,StormM2: 2,Sibyrihl: 8,"155MM HOWITZER [M114]: 56, M1 GARAND: 38, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7376
[ESPT] Fortress,82,14,5.86,19,0.89,0.15,2,1,0,0,24.00,1.00,Erroneous: 2,Rougarou: 4,"MG42: 43, BROWNING M1919: 27, M1918A2 BAR: 10, UNKNOWN: 1, COLT M1911: 1",http://144.126.151.248:8010/#/gamescoreboard/7376
(WTH) Sgt. Rico,82,11,7.45,21,1.35,0.18,2,0,2,1,17.00,1.00,[ESPT] Fr. Ted: 1,TexWrecks: 5,"GEWEHR 43: 33, STG44: 32, MG42: 16, GMC CCKW 353 (Transport): 1",http://144.126.151.248:8010/#/gamescoreboard/7376
[ESPT] HoonbawxUS,75,25,3,24,0.55,0.18,4,0,0,0,26.00,1.00,Joh: 2,501st | Pibe_Entrani: 8,"KARABINER 98K x8: 42, FG42 x4: 17, M1 CARBINE: 6, M1 GARAND: 5, WALTHER P38: 2, M1A1 THOMPSON: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7376
[ESPR] VOLDIMIR,71,6,11.83,24,0.97,0.08,2,2,0,0,22.00,2.00,spamysterner: 2,Celery: 4,"75MM CANNON [Sd.Kfz.171 Panther]: 62, COAXIAL MG34 [Sd.Kfz.171 Panther]: 6, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 3",http://144.126.151.248:8010/#/gamescoreboard/7376
[ESPT] Clabsos,83,61,1.36,5,1.03,0.75,6,0,1,1,5.00,0.00,|HTD| LOVKES: 7,|HTD| LOVKES: 10,"M1 GARAND: 77, MK2 GRENADE: 3, M97 TRENCH GUN: 2, 57MM CANNON [M1 57mm]: 1",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT]Boomer,82,50,1.64,14,1.02,0.62,4,0,1,1,8.00,0.00,|HTD| LastEinherjer: 4,|HTD|HörnchenMeister: 7,"M1 GARAND: 78, M2 AP MINE: 2, M1 CARBINE: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] Shaka Zulu,72,40,1.8,11,0.91,0.5,4,0,0,0,6.00,0.00,|HTD| Hummel: 5,|HTD| HydrantenWilli: 6,"M1 GARAND: 68, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] HiSpeedHilly,72,41,1.76,8,0.91,0.52,5,0,1,1,5.00,0.00,|HTD| Kaçk$tΞÍzΞ: 5,|HTD| EinHörnchen: 10,"M1A1 THOMPSON: 33, M1 GARAND: 16, BROWNING M1919: 11, BAZOOKA: 3, M1918A2 BAR: 3, SATCHEL: 2, MK2 GRENADE: 2, M3 GREASE GUN: 2",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] Valhalla,70,41,1.71,10,0.87,0.51,6,0,0,0,7.00,0.00,|HTD| LastEinherjer: 5,|HTD| LOVKES: 9,"M1 GARAND: 69, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] NothingTooFan,69,42,1.64,16,0.87,0.53,5,0,1,1,4.00,0.00,|HTD|HörnchenMeister: 3,|HTD| Dr.Dolphin: 9,"M1 GARAND: 46, M3 GREASE GUN: 9, M1A1 THOMPSON: 6, BAZOOKA: 5, SATCHEL: 3",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] Easton,68,37,1.84,13,0.85,0.46,3,0,1,1,7.00,0.00,|HTD| AlexDiesDas: 5,|HTD| Epsilon: 8,M1 GARAND: 68,http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] TaKaHara,68,44,1.55,7,0.83,0.54,4,0,2,1,5.00,0.00,|HTD| Eichbauer: 5,RAFA: 7,"M1 GARAND: 64, BAZOOKA: 2, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7370
[ESPT] DriveBy,66,49,1.35,8,0.82,0.61,4,0,2,1,6.00,0.00,|HTD| Eichbauer: 5,Chris: 6,"M1 GARAND: 59, M1A1 THOMPSON: 5, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7370
soLucky!,100,25,4,21,1.53,0.38,3,0,0,0,9.00,0.00,[ESPR]amoll32513: 6,Dak: 10,"SVT40: 97, UNKNOWN: 2, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7369
[ESPR]amoll32513,99,17,5.82,26,1.51,0.26,5,1,0,0,9.00,0.00,Tsar: 6,Tsar: 6,"150MM HOWITZER [sFH 18]: 88, MP40: 11",http://144.126.151.248:8010/#/gamescoreboard/7369
Nyxxx,66,2,33,41,1.05,0.03,1,1,0,0,42.00,20.00,Tengil: 1,[PBS]Slobro: 5,"D-5T 85MM [IS-1]: 31, 76MM ZiS-5 [T34/76]: 18, COAXIAL DT [IS-1]: 10, COAXIAL DT [T34/76]: 5, TELLERMINE 43: 1, Sd.Kfz.161 Panzer IV: 1",http://144.126.151.248:8010/#/gamescoreboard/7369
Dankleburg,107,3,35.67,82,2.28,0.06,1,14,0,0,20.00,4.00,Shillard: 2,"G.S. Patton, JR.: 7","150MM HOWITZER [sFH 18]: 101, GEWEHR 43: 6",http://144.126.151.248:8010/#/gamescoreboard/7368
[ESPT]STORMTROOPER,74,6,12.33,67,1.54,0.13,4,0,0,0,5.00,1.00,Coinzz: 1,Dr. Longhorn: 4,"155MM HOWITZER [M114]: 67, M1903 SPRINGFIELD: 7",http://144.126.151.248:8010/#/gamescoreboard/7356
[ESPT] Shaka Zulu,153,47,3.26,13,1.24,0.38,3,0,2,1,10.00,0.00,Watchdog Mane: 5,Dirt Almighty: 7,"GEWEHR 43: 69, M1 GARAND: 54, BAZOOKA: 9, KARABINER 98K: 9, M43 STIELHANDGRANATE: 7, STG44: 2, MK2 GRENADE: 2, 150MM HOWITZER [sFH 18]: 1",http://144.126.151.248:8010/#/gamescoreboard/7355
frogliver,96,37,2.59,28,0.72,0.28,5,1,1,1,10.00,1.00,Siberian Hussar: 3,3 Raccoons in a tren: 9,"GEWEHR 43: 80, M1A1 THOMPSON: 15, PANZERSCHRECK: 1",http://144.126.151.248:8010/#/gamescoreboard/7355
LT. ALDO RAINE,92,3,30.67,66,1.2,0.04,1,1,0,0,38.00,8.00,Oscar: 1,Senorcoqonface: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 76, COAXIAL MG34 [Sd.Kfz.171 Panther]: 9, 88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 7",http://144.126.151.248:8010/#/gamescoreboard/7355
ztoxicsmurf,84,30,2.8,15,0.59,0.21,4,1,0,0,28.00,1.00,Nuerofox: 5,Nuerofox: 19,"KARABINER 98K x8: 66, M1A1 THOMPSON: 6, WALTHER P38: 5, KARABINER 98K: 5, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7355
ZipTieMyBalls,81,33,2.45,42,0.92,0.38,6,2,0,0,15.00,0.00,VillagePlanner: 4,Mr. SneeZe: 6,"150MM HOWITZER [sFH 18]: 54, GEWEHR 43: 18, KARABINER 98K: 5, UNKNOWN: 2, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7355
AtomicBear89,90,0,90,90,1.68,0,0,7,0,0,0.00,167.00,,COG C38: 5,"150MM HOWITZER [sFH 18]: 89, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7353
[ESPT] Shaka Zulu,80,15,5.33,17,1.46,0.27,3,1,2,1,15.00,1.00,Cryped: 2,Cryped: 4,"M1 GARAND: 74, MK2 GRENADE: 6",http://144.126.151.248:8010/#/gamescoreboard/7353
CHMA | Kaonashi,121,6,20.17,59,1.39,0.07,1,10,1,1,24.00,2.00,JJOONNAAHH11: 2,luigi: 7,"150MM HOWITZER [sFH 18]: 98, MP40: 13, STG44: 8, GEWEHR 43: 1, M1A1 AT MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7350
//DirtyĐan,87,10,8.7,19,1.05,0.12,2,2,1,1,12.00,1.00,Forgotten: 3,Ultrasmurf117: 9,"MG42: 78, LUGER P08: 9",http://144.126.151.248:8010/#/gamescoreboard/7350
(WTH) Sgt. Rico,149,17,8.76,31,1.7,0.19,2,0,0,0,12.00,1.00,//myth: 3,//myth: 10,"BROWNING M1919: 89, M1 GARAND: 58, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7345
SCAV_Suka,94,29,3.24,30,1.07,0.33,3,0,0,0,11.00,1.00,(WTH) Sgt. Rico: 7,Unicorn Cyborg: 6,"MG42: 50, MP40: 27, KARABINER 98K: 11, PANZERSCHRECK: 4, MG34: 1, LUGER P08: 1",http://144.126.151.248:8010/#/gamescoreboard/7345
[ESPT] Valhalla,69,31,2.23,9,0.79,0.35,4,0,1,1,10.00,1.00,(WTH) Sgt. Rico: 4,Appalachian American: 4,"GEWEHR 43: 64, UNKNOWN: 3, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7345
[ESPT] Valhalla,110,22,5,19,1.27,0.25,2,0,1,1,10.00,1.00,Noche: 4,mbogo: 7,"GEWEHR 43: 107, UNKNOWN: 2, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
[ESPT] Excel,91,35,2.6,11,1.03,0.4,4,0,0,0,7.00,0.00,j0rdino: 6,Pando: 8,"BROWNING M1919: 88, COLT M1911: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
(WTH) Sgt. Rico,83,19,4.37,19,1.48,0.34,3,0,1,1,11.00,1.00,=7Cav=CPL.Sarroca.B: 3,=7Cav=CPL.Sarroca.B: 7,"M1 GARAND: 80, UNKNOWN: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
[ESPT] PriestInPeril,79,13,6.08,22,0.91,0.15,4,1,0,0,21.00,1.00,[ESPR] Noles: 2,mightymiddi: 7,"STG44: 31, 150MM HOWITZER [sFH 18]: 30, MP40: 13, MG42: 2, SATCHEL: 1, LUGER P08: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
[ESPT] FatherPig,77,35,2.2,29,0.89,0.4,5,0,0,0,12.00,0.00,YEETMEISTER: 4,j0rdino: 5,"M1 GARAND: 71, MK2 GRENADE: 5, M3 GREASE GUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
Illiterate Brian,73,24,3.04,23,0.82,0.27,5,3,1,1,20.00,1.00,[ESPT] Nudgum: 3,[ESPT] Clabsos: 5,"MP40: 43, 150MM HOWITZER [sFH 18]: 29, SATCHEL: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
[ESPT] Clabsos,69,52,1.33,11,0.77,0.58,7,0,2,1,7.00,0.00,[ESPT] Valhalla: 7,Stevejoe92: 4,"M1 GARAND: 64, UNKNOWN: 2, MK2 GRENADE: 2, BAZOOKA: 1",http://144.126.151.248:8010/#/gamescoreboard/7342
[ESPT] Nudgum,65,28,2.32,24,0.75,0.32,4,2,3,2,13.00,1.00,Nello: 4,Corn.Hole.E.O: 7,"M97 TRENCH GUN: 35, SATCHEL: 25, M2 AP MINE: 3, M3 KNIFE: 2",http://144.126.151.248:8010/#/gamescoreboard/7342
[ESPT] Atticus.,72,24,3,12,0.93,0.31,2,0,0,0,10.00,1.00,^5rukittenme : 3,Orlando: 5,"M1 GARAND: 70, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7339
[ESPR]ICEPIRATE,68,34,2,11,0.8,0.4,3,0,1,1,8.00,1.00,Deathwatch2002: 4,[DGi]MaNiYaK: 5,"M1 GARAND: 64, MK2 GRENADE: 3, TELLERMINE 43: 1",http://144.126.151.248:8010/#/gamescoreboard/7339
