Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
Shizune,81,4,20.25,60,1.09,0.05,1,2,0,0,38.00,5.00,TimFinnegan: 1,Ocelot: 4,"75MM CANNON [Sherman M4A3(75)W]: 31, COAXIAL M1919 [Sherman M4A3(75)W]: 19, 37MM CANNON [Stuart M5A1]: 10, COAXIAL M1919 [Sherman M4A3E2(76)]: 10, 76MM M1 GUN [Sherman M4A3E2(76)]: 8, COAXIAL M1919 [Stuart M5A1]: 3",http://178.18.254.195:8010/#/gamescoreboard/5166
S.S.O. | Petrus,65,11,5.91,19,0.88,0.15,2,1,0,0,14.00,1.00,ZigZag: 2,Arthasus: 4,"BOMBING RUN: 43, M1 GARAND: 17, M3 KNIFE: 2, PRECISION STRIKE: 2, M1A1 THOMPSON: 1",http://178.18.254.195:8010/#/gamescoreboard/5166
WeBe,91,2,45.5,76,1.05,0.02,1,0,0,0,18.00,11.00,(SDI)SSgt.Wolf: 1,Ricky: 10,"KARABINER 98K x8: 84, FG42 x4: 7",http://178.18.254.195:8010/#/gamescoreboard/5161
ArchAngel [UA],70,15,4.67,58,0.8,0.17,4,3,1,1,26.00,1.00,WaTaHa || Lukar: 2,Maester ◢◤: 5,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 60, STG44: 4, M1A1 AT MINE: 2, M43 STIELHANDGRANATE: 2, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 2",http://178.18.254.195:8010/#/gamescoreboard/5152
Robin52905,67,39,1.72,13,0.77,0.45,4,0,2,1,6.00,1.00,Pyro: 3,EmElo: 4,"GEWEHR 43: 22, MP40: 12, STG44: 11, KARABINER 98K: 11, MG42: 5, WALTHER P38: 3, M43 STIELHANDGRANATE: 3",http://178.18.254.195:8010/#/gamescoreboard/5152
Matełka[PL],83,21,3.95,17,0.94,0.24,3,0,1,1,16.00,0.00,R.E.N.: 3,Amper_PL: 9,"MG42: 46, KARABINER 98K: 23, PANZERSCHRECK: 6, LUGER P08: 5, FELDSPATEN: 2, M43 STIELHANDGRANATE: 1",http://178.18.254.195:8010/#/gamescoreboard/5151
S.S.O. | naften,66,5,13.2,27,0.76,0.06,1,3,0,0,32.00,6.00,Mega Kret 4040: 2,WaTaHa || Niedźwiedź: 9,"GEWEHR 43: 57, STRAFING RUN: 7, BOMBING RUN: 2",http://178.18.254.195:8010/#/gamescoreboard/5149
AKA-corne,83,21,3.95,23,0.91,0.23,5,3,2,1,17.00,0.00,WaTaHa || Niedźwiedź: 5,OnyxN7: 8,"122MM HOWITZER [M1938 (M-30)]: 36, DP-27: 21, SVT40: 19, MOSIN NAGANT 91/30: 6, PTRS-41: 1",http://178.18.254.195:8010/#/gamescoreboard/5137
Amper_PL,70,4,17.5,26,0.79,0.05,2,20,0,0,13.00,4.00,CRAXA: 1,kaluch stunt: 4,"Unknown: 67, PPSH 41: 1, TM-35 AT MINE: 1, PPSH 41 W/DRUM: 1",http://178.18.254.195:8010/#/gamescoreboard/5137
blacky ghost,65,42,1.55,7,0.74,0.48,5,0,1,1,6.00,1.00,AKA-corne: 5,S.S.O. | piachy18: 4,"STG44: 61, UNKNOWN: 2, M43 STIELHANDGRANATE: 2",http://178.18.254.195:8010/#/gamescoreboard/5137
Wielogłów,80,0,80,80,2.26,0,0,3,0,0,0.00,167.00,,Szkolna 17™ Wojtek S: 5,155MM HOWITZER [M114]: 80,http://178.18.254.195:8010/#/gamescoreboard/5136
S.S.O. | Majess,74,28,2.64,17,0.85,0.32,4,0,3,1,10.00,1.00,gi99: 3,AleksiejPavlovPL: 5,"STG44: 68, M43 STIELHANDGRANATE: 4, UNKNOWN: 1, M2 AP MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/5125
Gulczas88,73,18,4.06,13,0.84,0.21,2,0,0,0,16.00,1.00,S.S.O. | Styks: 4,Kuklis: 5,"KARABINER 98K x8: 66, WALTHER P38: 6, FELDSPATEN: 1",http://178.18.254.195:8010/#/gamescoreboard/5124
Michaello.pl,67,27,2.48,14,0.76,0.31,6,0,4,2,9.00,0.00,Gimby_nie_znajo: 3,HubSon: 5,"KARABINER 98K x8: 60, WALTHER P38: 6, FG42 x4: 1",http://178.18.254.195:8010/#/gamescoreboard/5110
K1eszczu,85,1,85,84,1.16,0.01,1,14,0,0,9.00,9.00,Szkot: 1,nocny_napoleon: 9,"150MM HOWITZER [sFH 18]: 84, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 1",http://178.18.254.195:8010/#/gamescoreboard/5109
Athaney66,72,35,2.06,16,0.84,0.41,7,1,0,0,8.00,0.00,x_O CantDoShiet: 4,Haiyū: 5,"M1 GARAND: 69, BAZOOKA: 2, M1A1 THOMPSON: 1",http://178.18.254.195:8010/#/gamescoreboard/5091
Kabanos,65,21,3.1,18,1.28,0.41,4,0,0,0,10.00,0.00,MiloXY: 3,Czoczo(PL): 5,"MG42: 61, KARABINER 98K: 4",http://178.18.254.195:8010/#/gamescoreboard/5090
Mleczko,130,3,43.33,119,1.49,0.03,2,7,0,0,68.00,1.00,jjonezi: 1,Barabasz: 9,"150MM HOWITZER [sFH 18]: 117, KARABINER 98K: 11, UNKNOWN: 1, M1A1 AT MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/5088
HubiK,65,26,2.5,11,0.74,0.3,4,0,0,0,12.00,0.00,jjonezi: 4,Lauri Törni: 3,"MG42: 31, GEWEHR 43: 25, MP40: 8, M43 STIELHANDGRANATE: 1",http://178.18.254.195:8010/#/gamescoreboard/5088
WaTaHa || Sebinho,65,10,6.5,45,0.73,0.11,3,1,0,0,42.00,1.00,WaTaHa || Veoon97: 2,MR_MAYHEM: 5,"150MM HOWITZER [sFH 18]: 43, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 11, GEWEHR 43: 3, MP40: 3, PANZERSCHRECK: 1, UNKNOWN: 1, TELLERMINE 43: 1, FELDSPATEN: 1, KARABINER 98K: 1",http://178.18.254.195:8010/#/gamescoreboard/5088
HLL.PL | karl,77,30,2.57,10,0.87,0.34,3,0,0,0,7.00,0.00,Mansky: 5,Urwis: 5,"M1 GARAND: 72, MK2 GRENADE: 5",http://178.18.254.195:8010/#/gamescoreboard/5050
ChillOut.,68,9,7.56,32,0.78,0.1,3,0,0,0,19.00,3.00,WaTaHa || Goodolboy: 3,banowos: 4,"37MM CANNON [Stuart M5A1]: 19, 75MM CANNON [Sherman M4A3(75)W]: 12, 76MM M1 GUN [Sherman M4A3E2(76)]: 11, COAXIAL M1919 [M8 Greyhound]: 6, M6 37mm [M8 Greyhound]: 6, COAXIAL M1919 [Stuart M5A1]: 6, COAXIAL M1919 [Sherman M4A3E2(76)]: 4, COLT M1911: 1, COAXIAL M1919: 1, TELLERMINE 43: 1, COAXIAL M1919 [Sherman M4A3(75)W]: 1",http://178.18.254.195:8010/#/gamescoreboard/5050
Viking Warrior,123,3,41,66,2.4,0.06,2,2,0,0,28.00,2.00,WaTaHa || Ponury: 2,looane: 11,"150MM HOWITZER [sFH 18]: 120, GEWEHR 43: 2, M1A1 AT MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/5037
WaTaHa || Niedźwiedź,102,6,17,79,2.03,0.12,4,5,0,0,26.00,0.00,Yasu0oo: 2,Echo: 6,"155MM HOWITZER [M114]: 100, M1 GARAND: 2",http://178.18.254.195:8010/#/gamescoreboard/5037
Gliniarz z Miami,85,13,6.54,34,0.98,0.15,3,0,1,1,18.00,0.00,GregMeister: 2,FaZe kokos-_-: 5,"GEWEHR 43: 83, WALTHER P38: 1, M43 STIELHANDGRANATE: 1",http://178.18.254.195:8010/#/gamescoreboard/5029
Dindle,82,27,3.04,19,1.03,0.34,4,0,1,1,12.00,1.00,Borsuk: 2,Long Swordsman: 7,"GEWEHR 43: 67, M1 GARAND: 9, M1918A2 BAR: 6",http://178.18.254.195:8010/#/gamescoreboard/5029
Ja_kuban,69,14,4.93,57,0.94,0.19,4,2,0,0,28.00,1.00,HLL.PL | Osman90s: 2,Miroa: 7,"150MM HOWITZER [sFH 18]: 60, MP40: 9",http://178.18.254.195:8010/#/gamescoreboard/5029
WaTaHa || Goodolboy,80,32,2.5,11,0.91,0.37,3,1,1,1,6.00,1.00,WaTaHa || Veoon97: 3,WaTaHa || Lukar: 7,"M1 GARAND: 66, BAZOOKA: 7, M1A1 THOMPSON: 6, MK2 GRENADE: 1",http://178.18.254.195:8010/#/gamescoreboard/5028
Svend,73,29,2.52,10,0.89,0.36,4,0,0,0,9.00,1.00,WaTaHa || Goodolboy: 7,ErPeG: 4,"GEWEHR 43: 54, MP40: 12, M43 STIELHANDGRANATE: 4, SATCHEL: 2, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/5028
Tankista Stachu,65,7,9.29,16,0.74,0.08,2,2,0,0,23.00,5.00,Garnek: 3,Garnek: 4,"75MM CANNON [Sherman M4A3(75)W]: 30, 76MM M1 GUN [Sherman M4A3E2(76)]: 22, COAXIAL M1919 [Sherman M4A3E2(76)]: 6, COAXIAL M1919 [Sherman M4A3(75)W]: 5, COLT M1911: 1, M1A1 AT MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/5028
Wielogłów,202,5,40.4,104,2.32,0.06,1,11,0,0,32.00,7.00,WaTaHa || Niedźwiedź: 3,Isengrim: 14,"155MM HOWITZER [M114]: 201, M1 GARAND: 1",http://178.18.254.195:8010/#/gamescoreboard/5019
WaTaHa || Joy,152,14,10.86,54,1.75,0.16,2,6,0,0,24.00,0.00,S.S.O. | Motorniczy: 7,"Are you winning, son: 10","150MM HOWITZER [sFH 18]: 144, GEWEHR 43: 8",http://178.18.254.195:8010/#/gamescoreboard/5019
[KGrR] M.Wittman,85,3,28.33,29,0.97,0.03,1,4,0,0,35.00,18.00,Villswin: 1,WaTaHa || DarkSunPL: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 51, COAXIAL MG34 [Sd.Kfz.171 Panther]: 33, M1A1 AT MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/5019
[KGrR] M.Wittman,66,5,13.2,30,0.86,0.07,1,2,1,1,34.00,2.00,WaTaHa || Joy: 2,fIOLEK: 7,"75MM CANNON [Sd.Kfz.171 Panther]: 49, COAXIAL MG34 [Sd.Kfz.171 Panther]: 15, UNKNOWN: 1, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 1",http://178.18.254.195:8010/#/gamescoreboard/5018
[BST2] Kilroy,110,3,36.67,76,1.7,0.05,1,10,0,0,36.00,1.00,Animag: 1,Animag: 8,"155MM HOWITZER [M114]: 105, M1 GARAND: 4, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/5017
WinnerDrake,94,3,31.33,73,1.44,0.05,2,0,0,0,32.00,1.00,RoA Rdm.: 2,Ali G: 6,"150MM HOWITZER [sFH 18]: 88, MG42: 5, M1A1 AT MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/5017
AnSferr2x ツ,96,13,7.38,43,1.21,0.16,3,0,0,0,27.00,2.00,Frost: 2,Tigus: 11,"KARABINER 98K x8: 94, BOMBING RUN: 1, WALTHER P38: 1",http://178.18.254.195:8010/#/gamescoreboard/5016
Raspberry,90,7,12.86,35,1.13,0.09,2,2,0,0,27.00,2.00,S.S.O. | Zielony: 2,Escape.: 5,"20MM KWK 30 [Sd.Kfz.121 Luchs]: 45, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 22, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 16, LUGER P08: 3, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 3, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/5016
PoliteFire09,71,2,35.5,38,0.95,0.03,1,0,0,0,31.00,7.00,OzzyMan: 1,Kermit: 6,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 30, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 25, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 13, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 2, COAXIAL MG34 [Sd.Kfz.171 Panther]: 1",http://178.18.254.195:8010/#/gamescoreboard/5015
Nestaaa27,76,16,4.75,25,1.3,0.27,3,0,0,0,8.00,1.00,-=FFF=-HeathenParrot: 3,unatapisztin: 5,"GEWEHR 43: 70, M43 STIELHANDGRANATE: 6",http://178.18.254.195:8010/#/gamescoreboard/5014
[KGrR] Goghed,72,4,18,48,0.9,0.05,1,1,0,0,43.00,10.00,Seb@: 1,Tsar: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 57, COAXIAL MG34 [Sd.Kfz.171 Panther]: 8, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 7",http://178.18.254.195:8010/#/gamescoreboard/5014
Gimortal,74,24,3.08,10,0.93,0.3,3,1,0,0,7.00,1.00,V4D3RPL: 2,MATiASSek: 6,"PPSH 41: 70, RG-42 GRENADE: 4",http://178.18.254.195:8010/#/gamescoreboard/5007
halabala,82,6,13.67,36,0.91,0.07,2,5,0,0,36.00,1.00,Géminis: 2,Crux: 6,"155MM HOWITZER [M114]: 77, M1 CARBINE: 2, MK2 GRENADE: 2, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4989
Ronald Speirs.THC,72,7,10.29,49,0.83,0.08,1,0,0,0,41.00,2.00,Gliniarz z Miami: 2,S.S.O. | SKJALD: 7,"M1 GARAND: 68, BAZOOKA: 3, M3 KNIFE: 1",http://178.18.254.195:8010/#/gamescoreboard/4989
[VLK] ronin,72,23,3.13,15,0.83,0.26,3,1,1,1,10.00,1.00,Haiyū: 2,szer. Krasulak: 5,"M1 GARAND: 58, BAZOOKA: 9, MK2 GRENADE: 5",http://178.18.254.195:8010/#/gamescoreboard/4974
Raspberry,68,21,3.24,53,0.79,0.24,4,0,0,0,4.00,0.00,DNX: 3,Steiner: 5,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 43, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 10, GEWEHR 43: 8, MP40: 5, STG44: 1, WALTHER P38: 1",http://178.18.254.195:8010/#/gamescoreboard/4974
Crentist,86,3,28.67,58,1.17,0.04,3,9,0,0,36.00,1.00,[SUTY]☭Reznof☭: 3,babica oliviera: 5,155MM HOWITZER [M114]: 86,http://178.18.254.195:8010/#/gamescoreboard/4964
Random_Mask,71,21,3.38,17,1.0,0.3,4,0,0,0,14.00,1.00,WaTaHa || ZekPe: 3,♥Ira Deii™: 6,"MP40: 27, MG42: 18, 75MM CANNON [PAK 40]: 16, M43 STIELHANDGRANATE: 5, GEWEHR 43: 3, S-MINE: 1, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4964
Zly,68,1,68,38,1.33,0.02,1,2,0,0,22.00,22.00,Mauser25: 1,psotny wiatr: 4,"76MM M1 GUN [Sherman M4A3E2(76)]: 32, 75MM CANNON [Sherman M4A3(75)W]: 28, COAXIAL M1919 [Sherman M4A3E2(76)]: 6, COAXIAL M1919 [Sherman M4A3(75)W]: 2",http://178.18.254.195:8010/#/gamescoreboard/4948
smok3r,84,12,7,78,0.97,0.14,7,2,0,0,36.00,1.00,The Muffin Man: 2,Bayaz: 5,"150MM HOWITZER [sFH 18]: 78, KARABINER 98K: 5, WALTHER P38: 1",http://178.18.254.195:8010/#/gamescoreboard/4933
WaTaHa || Presidento,71,7,10.14,48,0.92,0.09,2,1,1,1,19.00,1.00,WaTaHa || Joy: 2,KAPI_FAST_ATTACK_袭击: 4,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 36, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 16, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 9, MG42: 5, Sherman M4A3(75)W: 2, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 2, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 1",http://178.18.254.195:8010/#/gamescoreboard/4933
Malza ,69,44,1.57,13,0.79,0.51,5,0,0,0,8.00,0.00,(WTH) Blank: 6,BochenMorderca: 5,"M1 GARAND: 60, BAZOOKA: 6, MK2 GRENADE: 3",http://178.18.254.195:8010/#/gamescoreboard/4933
Le-GUY,92,43,2.14,23,1.1,0.51,5,0,1,1,10.00,0.00,S.S.O. | Joni Walker: 5,kk: 6,"M1 GARAND: 82, BAZOOKA: 9, M3 KNIFE: 1",http://178.18.254.195:8010/#/gamescoreboard/4928
Bastusek_pl,72,25,2.88,27,0.84,0.29,4,3,1,1,27.00,0.00,[KGrR]Flg. Zgred: 8,[ VLK ]Baliqec: 6,"155MM HOWITZER [M114]: 58, M1 GARAND: 5, M1A1 THOMPSON: 5, BAZOOKA: 3, MK2 GRENADE: 1",http://178.18.254.195:8010/#/gamescoreboard/4928
S.S.O. | Joni Walker,71,15,4.73,18,0.83,0.18,3,0,0,0,12.00,1.00,Le-GUY: 3,scrotum snatcher: 6,GEWEHR 43: 71,http://178.18.254.195:8010/#/gamescoreboard/4928
S.S.O. | Cacer,66,5,13.2,43,0.76,0.06,2,0,0,0,45.00,2.00,Damas: 1,stano12330: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 49, 75MM CANNON [Sherman M4A3(75)W]: 11, COAXIAL M1919 [Sherman M4A3(75)W]: 3, COAXIAL M1919 [Sherman M4A3E2(76)]: 3",http://178.18.254.195:8010/#/gamescoreboard/4928
K1eszczu,87,29,3,53,1.13,0.38,7,5,0,0,18.00,1.00,pakalong: 5,Mielu: 8,"150MM HOWITZER [sFH 18]: 62, MG42: 19, KARABINER 98K: 4, S-MINE: 2",http://178.18.254.195:8010/#/gamescoreboard/4927
S.S.O. | Cacer,82,3,27.33,78,1.08,0.04,2,0,0,0,62.00,1.00,S.S.O. | Joni Walker: 2,SpartanCt7567: 7,"75MM CANNON [Sd.Kfz.171 Panther]: 60, COAXIAL MG34 [Sd.Kfz.171 Panther]: 22",http://178.18.254.195:8010/#/gamescoreboard/4927
WaTaHa||KOMORNIK_CTU,70,22,3.18,15,0.87,0.27,3,0,4,1,14.00,0.00,xMarshadow: 3,Wiiihajster: 7,"FG42 x4: 60, KARABINER 98K x8: 10",http://178.18.254.195:8010/#/gamescoreboard/4906
Wielogłów,79,2,39.5,48,0.98,0.02,1,4,0,0,51.00,6.00,Iain: 1,jAny36: 4,"122MM HOWITZER [M1938 (M-30)]: 78, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4905
Wielogłów,87,14,6.21,24,0.98,0.16,3,1,0,0,12.00,1.00,radzimirus: 11,radzimirus: 9,"155MM HOWITZER [M114]: 79, M1 GARAND: 7, MK2 GRENADE: 1",http://178.18.254.195:8010/#/gamescoreboard/4888
S.S.O. | naften,74,10,7.4,23,0.85,0.11,2,1,0,0,24.00,0.00,ElvinE5: 2,Jan Gleosia: 6,"M1 GARAND: 69, M1A1 THOMPSON: 4, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4888
S.S.O. I M4ci3j,68,12,5.67,20,0.77,0.14,2,0,0,0,15.00,1.00,Wielogłów: 2,snoxyy: 4,"KARABINER 98K x8: 52, FG42 x4: 16",http://178.18.254.195:8010/#/gamescoreboard/4888
Smola von Stont,67,24,2.79,38,0.76,0.27,4,4,2,1,21.00,1.00,Okulio: 3,YOURI/TK: 5,"155MM HOWITZER [M114]: 42, M1A1 THOMPSON: 23, MK2 GRENADE: 1, M97 TRENCH GUN: 1",http://178.18.254.195:8010/#/gamescoreboard/4874
PiłSutki,66,4,16.5,46,1.36,0.08,3,4,0,0,20.00,2.00,neeko $$ >-<: 2,Zypcio: 5,"155MM HOWITZER [M114]: 65, M1 CARBINE: 1",http://178.18.254.195:8010/#/gamescoreboard/4872
KichioMaku,70,35,2,14,0.91,0.45,3,0,0,0,8.00,1.00,S.S.O. | Majess: 5,Dycha: 5,"M1 GARAND: 61, BAZOOKA: 6, MK2 GRENADE: 2, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4850
Mariolg733,90,18,5,16,1.05,0.21,2,0,1,1,11.00,1.00,STEFEK: 2,Kubuszek: 6,"GEWEHR 43: 89, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4848
Chuck,106,4,26.5,104,1.21,0.05,4,5,0,0,9.00,4.00,WASKI: 2,BARY: 10,"155MM HOWITZER [M114]: 104, Opel Blitz (Transport): 1, HULL M1919 [Sherman M4A3(75)W]: 1",http://178.18.254.195:8010/#/gamescoreboard/4838
S.S.O. | SKJALD,92,0,92,92,1.05,0,0,0,1,1,0.00,-1.00,,Ardennes Geist: 8,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 58, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 18, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 16",http://178.18.254.195:8010/#/gamescoreboard/4838
Xanderek,80,8,10,50,0.91,0.09,2,0,0,0,49.00,1.00,WaTaHa || Kirkor: 3,Papa James: 5,"KARABINER 98K x8: 79, WALTHER P38: 1",http://178.18.254.195:8010/#/gamescoreboard/4838
Jacuś♥,78,5,15.6,66,1.06,0.07,3,0,0,0,34.00,1.00,Killer_Queen: 3,skuchryk: 6,"150MM HOWITZER [sFH 18]: 74, KARABINER 98K: 3, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4838
Agvid,75,7,10.71,42,0.87,0.08,2,0,0,0,44.00,1.00,Chuck: 2,Conwazzle: 7,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 37, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 15, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 6, COAXIAL MG34 [Sd.Kfz.234 Puma]: 5, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 5, MG42: 4, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 3",http://178.18.254.195:8010/#/gamescoreboard/4838
What is love?,71,11,6.45,31,0.9,0.14,3,0,0,0,13.00,1.00,Xanderek: 3,single: 6,"BROWNING M1919: 70, COLT M1911: 1",http://178.18.254.195:8010/#/gamescoreboard/4838
WaTaHa || Sebinho,70,13,5.38,42,0.8,0.15,3,6,0,0,35.00,1.00,XenoMorda: 3,Doctor Bees: 5,"150MM HOWITZER [sFH 18]: 58, MP40: 8, GEWEHR 43: 3, MG 42 [Sd.Kfz 251 Half-track]: 1",http://178.18.254.195:8010/#/gamescoreboard/4826
[ARC] Shifty,101,15,6.73,22,2.04,0.3,4,0,3,1,9.00,0.00,S.S.O. | Kaczuszka: 2,Dictator Buba: 7,"GEWEHR 43: 82, M43 STIELHANDGRANATE: 8, STG44: 3, SATCHEL: 3, KARABINER 98K: 3, UNKNOWN: 1, PANZERSCHRECK: 1",http://178.18.254.195:8010/#/gamescoreboard/4821
Piggo-Sensei,84,10,8.4,39,0.96,0.11,3,0,0,0,16.00,2.00,alex: 3,Sentinel: 6,"75MM CANNON [Sd.Kfz.171 Panther]: 31, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 17, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 9, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 8, COAXIAL MG34 [Sd.Kfz.171 Panther]: 8, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 4, COAXIAL MG34 [Sd.Kfz.234 Puma]: 4, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 2, COAXIAL MG34: 1",http://178.18.254.195:8010/#/gamescoreboard/4812
S.S.O. | Cichy86--PL,69,19,3.63,26,0.78,0.22,5,3,0,0,12.00,1.00,Tempersix: 1,bappo: 6,"150MM HOWITZER [sFH 18]: 41, M1 GARAND: 13, MG42: 8, BAZOOKA: 4, MK2 GRENADE: 1, GMC CCKW 353 (Supply): 1, GMC CCKW 353 (Transport): 1",http://178.18.254.195:8010/#/gamescoreboard/4812
WaTaHa || Kirkor,79,26,3.04,19,0.85,0.28,4,0,0,0,11.00,1.00,BaQu: 2,Toxic Avenger: 6,"STG44: 19, 76MM M1 GUN [Sherman M4A3E2(76)]: 16, 75MM CANNON [Sherman M4A3(75)W]: 15, M1 GARAND: 10, MG42: 5, SATCHEL: 4, COAXIAL M1919 [Sherman M4A3E2(76)]: 3, M1A1 THOMPSON: 2, UNKNOWN: 2, M1A1 AT MINE: 2, HULL M1919 [Sherman M4A3(75)W]: 1",http://178.18.254.195:8010/#/gamescoreboard/4790
WaTaHa || Sebinho,65,13,5,37,0.7,0.14,2,2,0,0,38.00,1.00,BaQu: 4,RoA Rdm.: 4,"155MM HOWITZER [M114]: 25, GEWEHR 43: 19, 76MM M1 GUN [Sherman M4A3E2(76)]: 12, M1A1 THOMPSON: 4, M1 GARAND: 2, M2 AP MINE: 1, M43 STIELHANDGRANATE: 1, COAXIAL M1919 [Sherman M4A3E2(76)]: 1",http://178.18.254.195:8010/#/gamescoreboard/4790
[ARC] Shifty,120,44,2.73,11,1.34,0.49,3,0,1,1,6.00,0.00,V olodymyr Z elenski: 4,Grzywacz: 8,"M1 GARAND: 104, BAZOOKA: 12, MK2 GRENADE: 2, UNKNOWN: 1, Opel Blitz (Supply): 1",http://178.18.254.195:8010/#/gamescoreboard/4784
[ARC] LaGrosseTruite,100,21,4.76,52,1.12,0.23,3,1,0,0,17.00,1.00,WaTaHa || Oleś: 2,Fudy: 8,"BROWNING M1919: 96, M1918A2 BAR: 3, M1 GARAND: 1",http://178.18.254.195:8010/#/gamescoreboard/4784
[KGrR]KoSa®,85,30,2.83,11,0.97,0.34,4,0,1,1,14.00,0.00,[ARC] Shifty: 4,DaQtaZ: 5,"FG42 x4: 81, S-MINE: 3, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4784
WaTaHa || Oleś,71,3,23.67,32,0.81,0.03,1,1,0,0,37.00,17.00,krsShin: 1,Konkordski: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 43, COAXIAL MG34 [Sd.Kfz.171 Panther]: 18, STRAFING RUN: 5, HULL MG34 [Sd.Kfz.171 Panther]: 4, BOMBING RUN: 1",http://178.18.254.195:8010/#/gamescoreboard/4784
Fudy,66,33,2,11,0.75,0.37,6,0,0,0,11.00,0.00,[ARC] LaGrosseTruite: 8,Kuka: 7,"GEWEHR 43: 65, MP40: 1",http://178.18.254.195:8010/#/gamescoreboard/4784
WooDeN,66,2,33,64,2.65,0.08,1,2,0,0,21.00,2.00,[KGrR]KoSa®: 1,Tony: 7,"150MM HOWITZER [sFH 18]: 63, KARABINER 98K: 2, M1A1 AT MINE: 1",http://178.18.254.195:8010/#/gamescoreboard/4783
S.S.O. | LANCPAMPARA,100,1,100,100,3.08,0.03,1,1,0,0,32.00,32.00,mariusz5467: 1,Medyk: 8,"150MM HOWITZER [sFH 18]: 96, FG42: 3, UNKNOWN: 1",http://178.18.254.195:8010/#/gamescoreboard/4742
S.S.O. | LANCPAMPARA,78,52,1.5,8,0.55,0.36,3,0,0,0,13.00,0.00,S.S.O. | Krzysiek071: 8,Slava Ukraini!!!: 10,"FG42: 44, M1A1 THOMPSON: 27, KARABINER 98K: 2, M43 STIELHANDGRANATE: 2, S-MINE: 1, FELDSPATEN: 1, M1918A2 BAR: 1",http://178.18.254.195:8010/#/gamescoreboard/4741
U2F | 🅿Λ𝓢卄ΛNN◐[DmC,88,0,88,88,1.33,0,0,6,0,0,0.00,167.00,,DixbeFloppin: 7,"75MM CANNON [Sd.Kfz.171 Panther]: 76, COAXIAL MG34 [Sd.Kfz.171 Panther]: 12",http://178.18.254.195:8010/#/gamescoreboard/4715
