Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
🅶 I|I indy?,88,3,29.33,55,1.01,0.03,1,3,0,0,53.00,6.00,Gensui_Maarten: 1,Hightower: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 60, 75MM CANNON [Sherman M4A3(75)W]: 11, COAXIAL M1919 [Sherman M4A3(75)W]: 8, COAXIAL M1919 [Sherman M4A3E2(76)]: 8, Sd.Kfz.181 Tiger 1: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2396
phx.vistarrk,125,33,3.79,15,1.56,0.41,3,0,0,0,9.00,0.00,Gecko*: 3,Kohlrabikatze: 7,"M1 GARAND: 120, MK2 GRENADE: 5",http://teamphx.dynv6.net:8010/#/gamescoreboard/2394
Gecko*,77,20,3.85,18,1.61,0.42,3,0,0,0,8.00,1.00,🅶 I|I Richthofen: 4,S I T E: 6,GEWEHR 43: 77,http://teamphx.dynv6.net:8010/#/gamescoreboard/2394
phx.limette,65,27,2.41,9,0.74,0.31,2,2,0,0,17.00,0.00,die_Schnekke: 4,Duchamp: 9,"MP40: 33, GEWEHR 43: 21, SATCHEL: 10, M43 STIELHANDGRANATE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2339
CoRe | GoldDragon62,82,21,3.9,16,1.34,0.34,3,2,2,1,7.00,1.00,Steini: 3,Gloomy Crusty: 7,"M1 GARAND: 79, MK2 GRENADE: 3",http://teamphx.dynv6.net:8010/#/gamescoreboard/2336
Ope,76,1,76,61,1.41,0.02,1,3,0,0,37.00,37.00,CoRe | mohtyy: 1,Capt.Iglo: 6,"75MM CANNON [Sd.Kfz.171 Panther]: 55, COAXIAL MG34 [Sd.Kfz.171 Panther]: 19, M2 AP MINE: 1, GMC CCKW 353 (Supply): 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2336
[1.Fjg] ✠Shadow✠,70,6,11.67,56,1.15,0.1,1,2,0,0,26.00,3.00,kekz: 2,Sekushīna saru: 6,"150MM HOWITZER [sFH 18]: 56, MG42: 13, LUGER P08: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2334
🅶 I|I Käv,68,14,4.86,26,1.39,0.29,2,0,0,0,12.00,1.00,Fluefo: 3,FlatEric: 5,"M1 GARAND: 64, MK2 GRENADE: 4",http://teamphx.dynv6.net:8010/#/gamescoreboard/2317
phx.DEVO,66,30,2.2,13,0.75,0.34,4,0,0,0,9.00,1.00,F4keblood: 4,M^7L: 4,"PPSH 41 W/DRUM: 61, RG-42 GRENADE: 4, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2288
GDE Cuni,118,23,5.13,56,1.32,0.26,4,3,0,0,30.00,0.00,[NGR] johempi98: 12,[NGR] johempi98: 8,"150MM HOWITZER [sFH 18]: 103, GEWEHR 43: 13, M43 STIELHANDGRANATE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2278
[AX] Nemesis Zero,106,38,2.79,21,1.2,0.43,4,0,1,1,11.00,1.00,91.PzG| bliNk: 4,FCM: 6,"M1918A2 BAR: 76, M1 GARAND: 14, M1 CARBINE: 7, M1A1 THOMPSON: 4, M3 KNIFE: 2, MK2 GRENADE: 2, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2278
EDDIE_2Fast,69,16,4.31,14,0.79,0.18,2,0,0,0,17.00,1.00,phx.LikeanOpa: 2,=CCF= Bundi: 6,"KARABINER 98K x8: 67, WALTHER P38: 1, M43 STIELHANDGRANATE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2278
l0usen,68,22,3.09,37,0.78,0.25,7,7,0,0,28.00,1.00,[NGR] johempi98: 17,['SIG'] LaugeGipfeli: 5,"150MM HOWITZER [sFH 18]: 62, GEWEHR 43: 6",http://teamphx.dynv6.net:8010/#/gamescoreboard/2278
JuicyB.,67,2,33.5,30,0.79,0.02,1,9,0,0,44.00,16.00,EDDIE_2Fast: 1,Igelwebel20: 7,"155MM HOWITZER [M114]: 65, M1 GARAND: 1, TELLERMINE 43: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2278
CONVEEN,145,3,48.33,111,1.63,0.03,2,4,0,0,73.00,1.00,pudge spencer: 3,Mio: 12,"150MM HOWITZER [sFH 18]: 144, M2 AP MINE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
CoRe | Nero,121,43,2.81,22,1.37,0.49,3,0,0,0,5.00,0.00,pixelsmasher: 5,91.PzG| Konisch: 9,"M1 GARAND: 119, MK2 GRENADE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
CoRe | Flieder',103,48,2.15,16,1.18,0.55,5,0,0,0,7.00,0.00,CONVEEN: 7,dean.schoepfer: 7,"M1 GARAND: 95, BAZOOKA: 5, UNKNOWN: 2, MK2 GRENADE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
CoRe | Zoom,99,36,2.75,23,1.13,0.41,4,1,0,0,12.00,0.00,CoRe | Nero: 7,CoRe | JPWonderchild: 9,"GEWEHR 43: 97, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
CoRe | Bommmel#!1,97,45,2.16,14,1.11,0.51,6,2,0,0,5.00,1.00,CoRe | JPWonderchild: 4,baronislav: 6,"STG44: 62, GEWEHR 43: 18, SATCHEL: 6, MP40: 3, KARABINER 98K: 3, M43 STIELHANDGRANATE: 3, UNKNOWN: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
[StDb] shanx,89,4,22.25,41,1.02,0.05,1,0,0,0,31.00,5.00,jerICho: 1,Steini: 7,"76MM M1 GUN [Sherman M4A3E2(76)]: 65, COAXIAL M1919 [Sherman M4A3E2(76)]: 20, 75MM CANNON [Sherman M4A3(75)W]: 3, Opel Blitz (Supply): 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
pixelsmasher,71,40,1.77,9,0.8,0.45,5,0,1,1,6.00,0.00,Toki: 5,5.7mm: 6,"GEWEHR 43: 69, M43 STIELHANDGRANATE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
GяeΨ,70,10,7,32,0.79,0.11,3,2,0,0,18.00,1.00,Redfriedhof: 2,[RED] Magnet ※: 6,"M1 GARAND: 29, BOMBING RUN: 21, 155MM HOWITZER [M114]: 20",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
Toki,68,57,1.19,6,0.78,0.65,7,4,1,1,5.00,0.00,R2D2: 6,pixelsmasher: 5,"M97 TRENCH GUN: 35, SATCHEL: 17, M1 GARAND: 7, M2 AP MINE: 7, M1918A2 BAR: 1, M1A1 AT MINE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
Crusader,65,56,1.16,7,0.73,0.63,5,1,1,1,5.00,0.00,CONVEEN: 7,Simba: 4,"M1A1 THOMPSON: 55, MK2 GRENADE: 7, UNKNOWN: 2, M3 KNIFE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2272
Ash_Soldier,103,2,51.5,57,1.43,0.03,1,10,0,0,34.00,12.00,KODIAK: 1,λλ | Jörg: 10,"155MM HOWITZER [M114]: 97, M6 37mm [M8 Greyhound]: 3, TELLERMINE 43: 2, COAXIAL M1919 [M8 Greyhound]: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2270
CoRe | Antroxh´!?,72,27,2.67,13,72.0,27,4,0,0,0,8.00,1.00,✪ SK1LLIUS™: 5,Cocaine Yuumi: 10,"STG44: 66, SATCHEL: 5, M43 STIELHANDGRANATE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2270
(WTH) NikzooR,67,29,2.31,9,0.77,0.33,4,1,0,0,11.00,1.00,alexk5: 3,Arnulf_117: 5,"M1A1 THOMPSON: 43, MK2 GRENADE: 21, M3 GREASE GUN: 2, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2270
Карошчка,70,10,7,38,1.38,0.2,4,0,1,1,10.00,1.00,UnknownPlayerAUT: 4,KUSHvsHAZE: 4,"MP40: 58, KARABINER 98K: 11, M43 STIELHANDGRANATE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2267
B4ttl3frog,67,17,3.94,20,1.36,0.34,3,1,0,0,10.00,1.00,[GR-3] | Spezialforc: 2,Cpt. Eichhorn: 6,"MG42: 66, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2261
¿Was hast du gedacht,110,8,13.75,36,1.25,0.09,2,16,0,0,24.00,1.00,Zerop: 3,Luftwaffels: 9,"150MM HOWITZER [sFH 18]: 105, STG44: 5",http://teamphx.dynv6.net:8010/#/gamescoreboard/2250
D i O x I s,69,10,6.9,16,0.93,0.13,1,1,0,0,17.00,1.00,Monchy: 2,jakamon: 7,"MG42: 52, 150MM HOWITZER [sFH 18]: 13, KARABINER 98K: 3, LUGER P08: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2250
soldier23,66,20,3.3,13,0.76,0.23,3,1,1,1,10.00,1.00,Capt.Leberkaes: 2,sanDman: 5,"M1918A2 BAR: 38, M1 GARAND: 28",http://teamphx.dynv6.net:8010/#/gamescoreboard/2250
phx.Syro®,112,16,7,32,1.29,0.18,3,6,0,0,19.00,1.00,Crusader: 3,General Kenobi: 10,"150MM HOWITZER [sFH 18]: 48, GEWEHR 43: 26, BOMBING RUN: 20, STRAFING RUN: 16, PRECISION STRIKE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2204
[BB]DrunkenMaster,80,18,4.44,20,0.95,0.21,3,0,0,0,14.00,1.00,B4ttl3frog: 3,Iljamueller2004: 6,"BROWNING M1919: 73, M1 GARAND: 6, COLT M1911: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2204
phx.limit,80,23,3.48,12,1.23,0.35,3,0,1,1,7.00,1.00,MeIsEvil: 3,[NGR] johempi98: 4,SVT40: 80,http://teamphx.dynv6.net:8010/#/gamescoreboard/2198
CoRe | JKL,78,22,3.55,11,1.2,0.34,4,0,0,0,6.00,0.00,MagicMandi: 2,ArcaExitium: 7,"MOSIN NAGANT M38: 75, RG-42 GRENADE: 3",http://teamphx.dynv6.net:8010/#/gamescoreboard/2198
CoRe | Zoom,66,20,3.3,15,1.02,0.31,3,7,1,1,17.00,1.00,DeadRabbit: 2,Soba: 6,"SVT40: 61, M3 Half-track: 4, RG-42 GRENADE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2198
✠Hammerfaust✠,154,0,154,154,1.76,0,0,3,0,0,0.00,167.00,,esta: 9,"150MM HOWITZER [sFH 18]: 152, MP40: 1, M1A1 AT MINE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2149
phx.Syro®,96,19,5.05,49,1.09,0.22,4,0,0,0,20.00,0.00,Luca: 4,kurtchen: 8,"155MM HOWITZER [M114]: 56, BOMBING RUN: 21, M1 GARAND: 11, STRAFING RUN: 6, UNKNOWN: 1, TELLERMINE 43: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2149
B4ttl3frog,90,22,4.09,25,1.32,0.32,3,0,0,0,7.00,1.00,phx.LikeanOpa: 4,KingOfDingeling: 6,MG42: 90,http://teamphx.dynv6.net:8010/#/gamescoreboard/2149
B4ttl3frog,75,19,3.95,13,0.87,0.22,3,0,0,0,13.00,1.00,Kaktus1239: 2,Hulk: 6,"M1918A2 BAR: 46, BROWNING M1919: 24, MK2 GRENADE: 5",http://teamphx.dynv6.net:8010/#/gamescoreboard/2130
mcpimmle,85,35,2.43,18,0.98,0.4,6,1,0,0,25.00,0.00,Washer: 5,phx.CHEeeSEs´CHryST: 7,"M1 GARAND: 83, MK2 GRENADE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2129
phx.DrSnacker ©,71,23,3.09,27,0.82,0.26,5,4,0,0,28.00,1.00,phx.Kaotic: 2,markyeah1649: 4,"155MM HOWITZER [M114]: 25, BOMBING RUN: 14, STRAFING RUN: 12, M1 GARAND: 11, SATCHEL: 3, M1A1 THOMPSON: 3, BAZOOKA: 2, MK2 GRENADE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2129
Barry_Lyndon,65,5,13,32,0.75,0.06,1,2,0,0,25.00,6.00,Masy: 2,Kaktus1239: 5,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 41, 75MM CANNON [Sd.Kfz.171 Panther]: 11, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 7, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 6",http://teamphx.dynv6.net:8010/#/gamescoreboard/2129
Jagdpizza,111,0,111,111,1.27,0,0,6,0,0,0.00,167.00,,Pim Scudney: 13,150MM HOWITZER [sFH 18]: 111,http://teamphx.dynv6.net:8010/#/gamescoreboard/2109
[StDb]marsmyk,73,24,3.04,12,0.84,0.28,2,0,0,0,15.00,1.00,phx.tobilot: 3,phx.Deady: 6,"M1 GARAND: 61, BROWNING M1919: 7, M1A1 THOMPSON: 3, UNKNOWN: 1, MK2 GRENADE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2109
Crusader,66,0,66,66,1.69,0,0,5,0,0,0.00,167.00,,Cimpso: 5,150MM HOWITZER [sFH 18]: 66,http://teamphx.dynv6.net:8010/#/gamescoreboard/2108
CoRe | Sain†,71,27,2.63,12,0.88,0.34,5,2,0,0,6.00,0.00,phx.vistarrk: 3,9Lifez: 4,"MOSIN NAGANT 91/30: 60, SVT40: 5, SATCHEL CHARGE: 5, POMZ AP MINE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2105
phx.vistarrk,68,19,3.58,13,1.23,0.34,3,0,1,1,9.00,1.00,Bert: 2,JackRyan96: 5,"STG44: 66, SATCHEL: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2105
CoRe | JKL,81,2,40.5,59,0.93,0.02,1,2,0,0,67.00,7.00,The-Who: 1,Arkan: 8,"75MM M3 GUN [Sherman M4A3E2]: 45, COAXIAL M1919 [Sherman M4A3E2]: 14, 75MM CANNON [Sherman M4A3(75)W]: 8, 76MM M1 GUN [Sherman M4A3E2(76)]: 6, COAXIAL M1919 [Sherman M4A3(75)W]: 4, COAXIAL M1919 [Sherman M4A3E2(76)]: 4",http://teamphx.dynv6.net:8010/#/gamescoreboard/2103
[GR-3] | Des GWLT,74,35,2.11,9,0.93,0.44,4,0,1,1,7.00,1.00,Mosh: 4,[LwJg46] Fennek: 5,"GEWEHR 43: 61, M43 STIELHANDGRANATE: 11, UNKNOWN: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2103
Asgard,70,24,2.92,16,0.8,0.27,3,1,3,1,10.00,1.00,[LwJg46] Fennek: 3,TarnRanger: 8,"SVT40: 68, RG-42 GRENADE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2102
✠ Hussar ✠,102,2,51,98,1.16,0.02,1,1,0,0,67.00,8.00,Fla3: 1,SOBFighter: 7,"150MM HOWITZER [sFH 18]: 101, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2093
SoftAir,76,28,2.71,13,0.86,0.32,4,0,0,0,12.00,0.00,phx.White Death: 4,Bishup: 7,"M1 GARAND: 44, BROWNING M1919: 26, M1 CARBINE: 4, COLT M1911: 1, MK2 GRENADE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2093
Frank,70,21,3.33,18,0.79,0.24,4,0,0,0,16.00,1.00,[PHX] Corrigain_Cor: 4,adrin.scotland: 5,"KARABINER 98K x8: 60, FG42 x4: 9, WALTHER P38: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2093
Rubbeldiekatz,78,8,9.75,78,0.9,0.09,8,2,0,0,67.00,1.00,Noel007: 2,BAD BOY: 5,"122MM HOWITZER [M1938 (M-30)]: 76, S-MINE: 1, TELLERMINE 43: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2092
thekrakomator!!!,71,32,2.22,10,0.81,0.36,4,1,0,0,7.00,1.00,Infinity: 3,Imperator Augustus: 7,"GEWEHR 43: 60, KARABINER 98K: 8, M43 STIELHANDGRANATE: 2, WALTHER P38: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2092
phx.KAISER Mtbb,117,41,2.85,10,1.33,0.47,3,2,2,1,7.00,1.00,deluxX: 3,Aequitas: 6,"STG44: 110, SATCHEL: 2, FELDSPATEN: 2, M43 STIELHANDGRANATE: 2, MP40: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2083
phx.White Death,72,31,2.32,11,0.81,0.35,4,0,2,2,10.00,0.00,BBK693: 5,nopo: 5,"MG42: 61, MP40: 6, GEWEHR 43: 2, LUGER P08: 2, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2083
phx.vistarrk,78,26,3,20,1.12,0.37,4,0,2,1,7.00,0.00,phx.Kaotic: 4,Ludos: 7,"GEWEHR 43: 75, M43 STIELHANDGRANATE: 2, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2081
B4ttl3frog,70,26,2.69,18,0.93,0.35,4,0,0,0,12.00,0.00,d1v1s1on.: 3,Todesfalke: 9,"MG42: 69, LUGER P08: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2081
CoRe | EXS,183,13,14.08,131,2.08,0.15,3,7,0,0,31.00,1.00,Squanchy: 5,Gul Garak: 9,"150MM HOWITZER [sFH 18]: 166, GEWEHR 43: 11, M1A1 AT MINE: 6",http://teamphx.dynv6.net:8010/#/gamescoreboard/2077
PunKt83,91,16,5.69,61,1.04,0.18,3,0,1,1,30.00,1.00,phx.Kanister: 3,FireChief45: 5,KARABINER 98K x8: 91,http://teamphx.dynv6.net:8010/#/gamescoreboard/2077
Lenox,76,28,2.71,43,0.87,0.32,5,1,2,1,22.00,0.00,Original: 3,nopo: 6,"155MM HOWITZER [M114]: 40, M1A1 THOMPSON: 24, M1 GARAND: 11, TELLERMINE 43: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2077
''#StrAmmBerG,90,18,5,35,1.02,0.2,3,0,0,0,19.00,0.00,Kikazino: 4,SweEny: 7,"KARABINER 98K x8: 89, WALTHER P38: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2074
Gordon Blei,67,27,2.48,10,0.8,0.32,5,0,0,0,12.00,1.00,[AOG] Ghosthit enjoy: 4,[AOG] Ghosthit enjoy: 4,"GEWEHR 43: 62, M43 STIELHANDGRANATE: 4, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2074
B4ttl3frog,69,33,2.09,7,0.79,0.38,5,0,1,1,6.00,0.00,Ingo: 4,Masthuhn4Wachstum: 6,"STG44: 46, MG42: 23",http://teamphx.dynv6.net:8010/#/gamescoreboard/2064
CoRe | EXS,87,23,3.78,12,1.04,0.28,2,0,0,0,11.00,1.00,phx.bathtubdiver: 6,Travers: 5,"M1 GARAND: 85, MK2 GRENADE: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/2063
Uellix,65,2,32.5,34,1.26,0.04,1,4,2,2,19.00,1.00,Lukas: 1,Killer-Karnickel: 4,"76MM M1 GUN [Sherman M4A3E2(76)]: 48, 75MM CANNON [Sherman M4A3(75)W]: 12, COAXIAL M1919 [Sherman M4A3E2(76)]: 4, HULL M1919 [Sherman M4A3E2(76)]: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2062
[DC] SoulRaver,67,40,1.68,10,0.77,0.46,4,2,0,0,10.00,1.00,phx.Wazlav Khan: 5,phx.DaniSahne: 8,"STG44: 63, SATCHEL: 4",http://teamphx.dynv6.net:8010/#/gamescoreboard/2050
🅶 I|I Maahk,155,26,5.96,27,1.96,0.33,3,0,2,2,7.00,1.00,[505]Leo: 3,Gonzo: 10,"GEWEHR 43: 151, UNKNOWN: 3, M43 STIELHANDGRANATE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2044
🅶 I|I indy?,74,10,7.4,29,0.88,0.12,2,6,0,0,22.00,1.00,Jaywerner: 2,MacarronPowa: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 37, 75MM CANNON [Sherman M4A3(75)W]: 29, COAXIAL M1919 [Sherman M4A3E2(76)]: 4, M1 GARAND: 3, MK2 GRENADE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2044
duesselfabi,75,2,37.5,41,1.88,0.05,2,6,0,0,22.00,2.00,phx.WELTMEISTER: 2,Valanx: 5,"155MM HOWITZER [M114]: 74, M1 GARAND: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2043
phx.DrSnacker ©,72,7,10.29,62,1.05,0.1,2,13,0,0,43.00,1.00,Brutus: 1,Carbon: 6,"155MM HOWITZER [M114]: 53, BOMBING RUN: 10, STRAFING RUN: 5, M1 GARAND: 3, PRECISION STRIKE: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/2041
Sachyto,83,18,4.61,55,1.34,0.29,6,0,0,0,17.00,1.00,phx.Kaotic: 6,sirCronos: 6,"155MM HOWITZER [M114]: 55, M1 GARAND: 22, BAZOOKA: 3, MK2 GRENADE: 3",http://teamphx.dynv6.net:8010/#/gamescoreboard/1954
CoRe | Holzbier,67,20,3.35,17,1.01,0.3,4,0,0,0,10.00,0.00,phx.Kaotic: 2,phx.White Death: 5,"BROWNING M1919: 63, COLT M1911: 3, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/1954
Bazinga,72,11,6.55,53,1.12,0.17,4,2,0,0,26.00,0.00,phx.Floranius: 2,Wilhelm Winter: 6,"150MM HOWITZER [sFH 18]: 53, GEWEHR 43: 11, M1 GARAND: 7, UNKNOWN: 1",http://teamphx.dynv6.net:8010/#/gamescoreboard/1940
phx.Floranius,71,0,71,71,1.0,0,0,4,1,1,25.00,25.00,,Charon779: 4,"122MM HOWITZER [M1938 (M-30)]: 65, 150MM HOWITZER [sFH 18]: 6",http://teamphx.dynv6.net:8010/#/gamescoreboard/1940
Falco,82,33,2.48,12,0.8,0.32,3,1,1,1,13.00,0.00,Bandit: 3,rukzuk bisch tot: 4,"M1 GARAND: 54, STG44: 8, BAZOOKA: 5, 76MM M1 GUN [Sherman M4A3E2(76)]: 5, COAXIAL M1919 [Sherman M4A3E2(76)]: 5, M6 37mm [M8 Greyhound]: 3, COAXIAL M1919 [M8 Greyhound]: 2",http://teamphx.dynv6.net:8010/#/gamescoreboard/1939
CoRe | El3PsePSi3,68,32,2.12,7,0.65,0.31,3,1,0,0,16.00,1.00,[GER]SturmBrichtLos: 4,CoRe | Cowteeth: 8,"M1 GARAND: 50, GEWEHR 43: 15, UNKNOWN: 3",http://teamphx.dynv6.net:8010/#/gamescoreboard/1939
Sarisko,65,0,65,65,2.19,0,0,1,0,0,0.00,167.00,,cedi3550: 4,75MM CANNON [Sd.Kfz.161 Panzer IV]: 65,http://teamphx.dynv6.net:8010/#/gamescoreboard/1939
